stage,operation,test_number,slice_path,parquet_path,processed_files,processed_rows,rows_after_cleaning,execution_time_sec,throughput_rows_sec,dataset_size_mib,parquet_files_size_mib,created_parquet_files,benchmark_start_timestamp,benchmark_end_timestamp,avg_rss_mib,peak_rss_mib,memory_percent_of_total,avg_process_cpu_percent,peak_process_cpu_percent,avg_system_cpu_per_core_percent,peak_system_cpu_per_core_percent,logical_read_mib,logical_write_mib,physical_read_mib,physical_write_mib,net_sent_mib,net_received_mib,failed_process_metric_count,msg,dataframe_partitions,dataframe_partitions_parquet
"ingestion, cleaning, transformation, profiling and persistence to parquet",standard,1,hdfs:///data/CSV/raw-data/1st-slice/,hdfs:///data/parquet/1st-slice,1,3898963,3842001,213.11045028499984,18295.503551260786,402.3603820800781,81.66432285308838,4,2026-04-20T17:18:52.792329+00:00,2026-04-20T17:22:25.902817+00:00,57.10870977279243,57.82421875,0.7474616700564926,10.811238532110083,137.9,"[90.93004587155949, 90.50733944954115, 90.53256880733916, 90.56341743119239]","[100.0, 100.0, 100.0, 100.0]",0.0,0.03125,447.0859375,148.49609375,6653.481774330139,6653.481327056885,0,"Ingestion, cleaning, transformation, profiling and persistence to parquet completed successfully",4,4
