stage,operation,test_number,slice_path,processed_files,processed_rows,execution_time_sec,throughput_rows_sec,chunksize,dataset_size_mib,benchmark_start_timestamp,benchmark_end_timestamp,avg_rss_mib,peak_rss_mib,memory_percent_of_total,avg_process_cpu_percent,peak_process_cpu_percent,avg_system_cpu_per_core_percent,peak_system_cpu_per_core_percent,logical_read_mib,logical_write_mib,physical_read_mib,physical_write_mib,msg
ingestion,chunking,21,../data/CSV/raw-data/1st-slice,1,3898963,7.383320686,528077.1574,100000,402.3603821,2026-04-13T16:52:15.668714+01:00,2026-04-13T16:52:23.052167+01:00,144.4739901,161.703125,1.943853823,108.9,148.2,"[97.15365853658537, 1.2999999999999998, 4.939024390243903, 2.731707317073171]","[100.0, 15.4, 33.3, 100.0]",402.8203125,0,402.5703125,0.046875,Ingestion finished successfully
ingestion,chunking,4,../data/CSV/raw-data/2nd-slice,14,52359167,99.77246015,524785.7668,100000,5343.146865,2026-04-12T13:30:08.209669+01:00,2026-04-12T13:31:47.982170+01:00,146.2846906,177.078125,2.128680652,107.1962472,137.1,"[61.056070640176614, 27.58896247240616, 4.7810154525386315, 8.116777041942605]","[100.0, 100.0, 100.0, 100.0]",5334.558594,0,5334.621094,0.91796875,Ingestion finished successfully
ingestion,chunking,25,../data/CSV/raw-data/3rd-slice,31,107462293,200.1441865,536924.3788,100000,10898.74953,2026-04-13T17:54:50.306618+01:00,2026-04-13T17:58:10.450848+01:00,149.1942513,176.7734375,2.125014968,108.5656013,155.6,"[36.713036164844404, 33.617661900756886, 9.18763666947015, 23.376955424726663]","[100.0, 100.0, 100.0, 100.0]",10898.83594,0,10979.47656,2.7421875,Ingestion finished successfully
ingestion,chunking,37,../data/CSV/raw-data/4th-slice,115,634773754,1127.913328,562785.9322,100000,60401.1262,2026-04-13T20:53:16.008478+01:00,2026-04-13T21:12:03.922088+01:00,143.5007339,180.5078125,2.169907362,105.6689057,142.9,"[31.344962080173328, 9.040975081256763, 45.148602383531845, 15.514106175514634]","[100.0, 100.0, 100.0, 100.0]",60401.83984,0,60403.70703,3.30859375,Ingestion finished successfully
